item_id,title,description,url,brand,seller_name,image_url,availability,price,is_eligible_search,condition,accepts_returns,return_deadline_in_days,return_policy,target_countries,store_country,product_category,is_ads_eligible
EM000005332,Brazil Budh Ratna 6.99 Carats,Brazil Budh Ratna 6.99 Carats,https://www.preciouscarats.com/products/em000005332?variant=62374540018034&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122064_FRONT.png?v=1789767039,in_stock,38550.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005331,Brazil Budh Ratna 3.71 Carats,Brazil Budh Ratna 3.71 Carats,https://www.preciouscarats.com/products/em000005331?variant=62374539690354&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122061_FRONT.png?v=1789766978,in_stock,14900.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005330,Brazil Budh Ratna 3.74 Carats,Brazil Budh Ratna 3.74 Carats,https://www.preciouscarats.com/products/em000005330?variant=62374539166066&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122059_FRONT.png?v=1789766921,in_stock,20600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005329,Brazil Budh Ratna 4.29 Carats,Brazil Budh Ratna 4.29 Carats,https://www.preciouscarats.com/products/em000005329?variant=62374538477938&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122058_FRONT.png?v=1789766861,in_stock,19350.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005328,Brazil Budh Ratna 5.62 Carats,Brazil Budh Ratna 5.62 Carats,https://www.preciouscarats.com/products/em000005328?variant=62374536970610&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122056_FRONT.png?v=1789766806,in_stock,22550.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005327,Brazil Budh Ratna 6.47 Carats,Brazil Budh Ratna 6.47 Carats,https://www.preciouscarats.com/products/em000005327?variant=62374536511858&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122054_FRONT.png?v=1789766739,in_stock,32450.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004208,Brazilian Budh Ratna 6.7 Carat,Brazilian Budh Ratna 6.7 Carat,https://www.preciouscarats.com/products/em000004208?variant=62374530908530&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205622_FRONT.png?v=1789766440,in_stock,60450.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004207,Brazilian Budh Ratna 5.28 Carat,Brazilian Budh Ratna 5.28 Carat,https://www.preciouscarats.com/products/em000004207?variant=62374530253170&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205632_FRONT.png?v=1789766381,in_stock,79400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004204,Brazilian Budh Ratna 5.1 Carat,Brazilian Budh Ratna 5.1 Carat,https://www.preciouscarats.com/products/em000004204?variant=62374526845298&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205630_FRONT.png?v=1789766321,in_stock,61350.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004203,Brazilian Budh Ratna 5.99 Carat,Brazilian Budh Ratna 5.99 Carat,https://www.preciouscarats.com/products/em000004203?variant=62374526189938&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205643_FRONT.png?v=1789766256,in_stock,108100.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004201,Brazilian Emerald 4.32 Carat,Brazilian Emerald 4.32 Carat,https://www.preciouscarats.com/products/em000004201?variant=62374524977522&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205657_FRONT.png?v=1789766198,in_stock,64950.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004199,Brazilian Emerald 4.32 Carat,Brazilian Emerald 4.32 Carat,https://www.preciouscarats.com/products/em000004199?variant=62374522880370&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205655_FRONT.png?v=1789766133,in_stock,51950.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004198,Brazilian Emerald 4.08 Carat,Brazilian Emerald 4.08 Carat,https://www.preciouscarats.com/products/em000004198?variant=62374520947058&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205649_FRONT.png?v=1789766040,in_stock,57250.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004196,Brazilian Emerald 3.46 Carat,Brazilian Emerald 3.46 Carat,https://www.preciouscarats.com/products/em000004196?variant=62374518686066&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205618_FRONT.png?v=1789765963,in_stock,27750.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004195,Brazilian Emerald 4.83 Carat,Brazilian Emerald 4.83 Carat,https://www.preciouscarats.com/products/em000004195?variant=62374517113202&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205645_FRONT.png?v=1789765888,in_stock,72650.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004194,Brazilian Emerald 6.84 Carat,Brazilian Emerald 6.84 Carat,https://www.preciouscarats.com/products/em000004194?variant=62374515540338&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205625_FRONT.png?v=1789765814,in_stock,82300.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004192,Brazilian Emerald 6.46 Carat,Brazilian Emerald 6.46 Carat,https://www.preciouscarats.com/products/em000004192?variant=62374513639794&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205637_FRONT.png?v=1789765739,in_stock,64750.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004186,Brazilian Emerald 7.92 Carat,Brazilian Emerald 7.92 Carat,https://www.preciouscarats.com/products/em000004186?variant=62374511608178&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112927_FRONT.png?v=1789765660,in_stock,79400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004185,Brazilian Emerald 3.71 Carat,Brazilian Emerald 3.71 Carat,https://www.preciouscarats.com/products/em000004185?variant=62374506561906&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112924_FRONT.png?v=1789765579,in_stock,66950.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004184,Brazilian Emerald 6.06 Carat,Brazilian Emerald 6.06 Carat,https://www.preciouscarats.com/products/em000004184?variant=62374504530290&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112922_FRONT.png?v=1789765499,in_stock,85050.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004182,Zambian Emerald 3.32 Carat,Zambian Emerald 3.32 Carat,https://www.preciouscarats.com/products/em000004182?variant=62374502891890&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_100245_FRONT.png?v=1789765418,in_stock,99850.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004181,Brazilian Emerald 7.46 Carat,Brazilian Emerald 7.46 Carat,https://www.preciouscarats.com/products/em000004181?variant=62374500827506&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_102113_FRONT.png?v=1789765338,in_stock,44850.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004179,Brazilian Emerald 5.23 Carat,Brazilian Emerald 5.23 Carat,https://www.preciouscarats.com/products/em000004179?variant=62374498795890&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112920_FRONT.png?v=1789765257,in_stock,62900.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004178,Brazilian Emerald 3.92 Carat,Brazilian Emerald 3.92 Carat,https://www.preciouscarats.com/products/em000004178?variant=62374496633202&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112930_FRONT.png?v=1789765177,in_stock,58950.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004177,Zambian Emerald 3.95 Carat,Zambian Emerald 3.95 Carat,https://www.preciouscarats.com/products/em000004177?variant=62374493585778&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112929_FRONT.png?v=1789765095,in_stock,99000.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004176,Brazilian Emerald 6.34 Carat,Brazilian Emerald 6.34 Carat,https://www.preciouscarats.com/products/em000004176?variant=62374487228786&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112933_FRONT.png?v=1789764903,in_stock,89000.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004175,Brazilian Emerald 6.37 Carat,Brazilian Emerald 6.37 Carat,https://www.preciouscarats.com/products/em000004175?variant=62374484279666&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112917_FRONT.png?v=1789764821,in_stock,153250.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004174,Brazilian Emerald 4.88 Carat,Brazilian Emerald 4.88 Carat,https://www.preciouscarats.com/products/em000004174?variant=62374479921522&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112921_FRONT.png?v=1789764744,in_stock,117400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004173,Brazilian Emerald 5.42 Carat,Brazilian Emerald 5.42 Carat,https://www.preciouscarats.com/products/em000004173?variant=62374475366770&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112919_FRONT.png?v=1789764665,in_stock,65200.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004172,Zambian Emerald 6.67 Carat,Zambian Emerald 6.67 Carat,https://www.preciouscarats.com/products/em000004172?variant=62374471238002&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112934_FRONT.png?v=1789764569,in_stock,93600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004171,Brazilian Emerald 6.44 Carat,Brazilian Emerald 6.44 Carat,https://www.preciouscarats.com/products/em000004171?variant=62374466912626&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112932_FRONT.png?v=1789764387,in_stock,77450.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004170,Brazilian Emerald 4.93 Carat,Brazilian Emerald 4.93 Carat,https://www.preciouscarats.com/products/em000004170?variant=62374464946546&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112935_FRONT.png?v=1789764313,in_stock,49400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004168,Brazilian Emerald 6.59 Carat,Brazilian Emerald 6.59 Carat,https://www.preciouscarats.com/products/em000004168?variant=62374462357874&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112923_FRONT.png?v=1789764253,in_stock,79300.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004167,Brazilian Emerald 5.37 Carat,Brazilian Emerald 5.37 Carat,https://www.preciouscarats.com/products/em000004167?variant=62374459998578&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112936_FRONT.png?v=1789764189,in_stock,64600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000004166,Brazilian Emerald 7.33 Carat,Brazilian Emerald 7.33 Carat,https://www.preciouscarats.com/products/em000004166?variant=62374457377138&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_112925_FRONT.png?v=1789764124,in_stock,88200.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000003544,Zambian Emerald 5.88 Carat,Zambian Emerald 5.88 Carat,https://www.preciouscarats.com/products/em000003544?variant=62374445875570&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205653_FRONT.png?v=1789763983,in_stock,58950.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000003540,Brazilian Emerald 4.27 Carat,Brazilian Emerald 4.27 Carat,https://www.preciouscarats.com/products/em000003540?variant=62374440403314&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/IGITL_205658_FRONT.png?v=1789763815,in_stock,77050.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000002276,Brazilian Panna 4.25 Carat,Brazilian Panna 4.25 Carat,https://www.preciouscarats.com/products/em000002276?variant=62374432473458&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_106889_FRONT.png?v=1789763586,in_stock,25550.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000002104,Brazilian Panna 2.83 Carat,Brazilian Panna 2.83 Carat,https://www.preciouscarats.com/products/em000002104?variant=62374429426034&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_109830_FRONT.png?v=1789763494,in_stock,34050.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001998,Brazilian Panna 2.09 Carat,Brazilian Panna 2.09 Carat,https://www.preciouscarats.com/products/em000001998?variant=62374418383218&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_102357_FRONT.png?v=1789763322,in_stock,16750.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001996,Brazilian Panna 3.00 Carat,Brazilian Panna 3.00 Carat,https://www.preciouscarats.com/products/em000001996?variant=62374416580978&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_109842_FRONT.png?v=1789763268,in_stock,24050.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001712,Columbian Panna 10.07 Carat,Columbian Panna 10.07 Carat,https://www.preciouscarats.com/products/em000001712?variant=62374366904690&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_106831_FRONT.png?v=1789762365,in_stock,656200.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001699,Zambian Panna 2.83 Carat,Zambian Panna 2.83 Carat,https://www.preciouscarats.com/products/em000001699?variant=62374359531890&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_102197_FRONT.png?v=1789762239,in_stock,255350.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001697,Zambian Panna 2.57 Carat,Zambian Panna 2.57 Carat,https://www.preciouscarats.com/products/em000001697?variant=62374355698034&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_102195_FRONT.png?v=1789762142,in_stock,193250.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
YS000004624,Srilankan Pukhraj 5.24 Carat,Srilankan Pukhraj 5.24 Carat,https://www.preciouscarats.com/products/ys000004624-1?variant=62288112583026&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_121268_FRONT_4c4b1b07-83a2-4e18-a82b-bfc22b4799ec.png?v=1788552921,in_stock,36750.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005766,Brazil Emerald 5.71 Carats,This Emerald (EM000005766) is cut in an Oval Mixed Cut shape and weighs 5.71 ct (6.35 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/em000005766?variant=62327581049202&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122055_FRONT.png?v=1789321076,in_stock,31500.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005370,Brazil Budh Ratna 6.13 Carats,This Emerald (EM000005370) is cut in an Octagon shape and weighs 6.13 ct (6.82 ratti). Its treatment is disclosed as Colourless Oiling Only. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/em000005370?variant=62327563846002&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122083_FRONT.png?v=1789320336,in_stock,43000.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000005369,Brazil Budh Ratna 5.03 Carats,This Emerald (EM000005369) is cut in an Octagon shape and weighs 5.03 ct (5.59 ratti). Its treatment is disclosed as Colourless Oiling Only. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/em000005369?variant=62327561191794&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_122078_FRONT.png?v=1789320273,in_stock,25200.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
